,,,水分,単糖当量,でん粉,ぶどう糖,果糖,ガラクトース,しょ糖,麦芽糖,乳糖,トレハロース,計,ソルビトール,マンニトール,備考
8049,1087,（ひらたけ類） エリンギ 焼き,85.3,-4.5,-,-0.5,-0.1,-,0,0,0,-3.8,-4.3,-,-,"試料： 栽培品
柄の基部（いしづき）を除いたもの
08025エリンギ生から推計"
8050,1088,（ひらたけ類） エリンギ 油いため,84.2,-3.8,-,-0.4,-0.1,-,0,0,0,-3.2,-3.7,-,-,"試料： 栽培品
柄の基部（いしづき）を除いたもの
可食部100gから脂質量gを差し引いた部分について08025エリンギ生から推計"
8026,1089,（ひらたけ類） ひらたけ 生,89.4,1.3,-,0.4,0,-,0,0,0,0.9,1.3,-,0.2,"別名： かんたけ
試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8027,1090,（ひらたけ類） ひらたけ ゆで,89.1,-1.4,-,-0.4,0,-,0,0,0,-0.9,-1.3,-,-0.2,"試料： 栽培品
柄の基部（いしづき）を除いたもの
08026ひらたけ生から推計"
8028,1091,まいたけ 生,92.7,0.3,0.2,0.1,0,-,0,0,0,-,0.3,-,-,"試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8029,1092,まいたけ ゆで,91.1,-0.4,-0.2,-0.1,0,-,0,Tr,0,-,-0.3,-,-,"試料： 栽培品
柄の基部（いしづき）を除いたもの
08028まいたけ生から推計"
8051,1093,まいたけ 油いため,85.5,-0.4,-0.2,-0.2,0,-,0,Tr,0,-,-0.4,-,-,"試料： 栽培品
柄の基部（いしづき）を除いたもの
可食部100gから脂質量gを差し引いた部分について08028まいたけ生から推計"
8030,1094,まいたけ 乾,9.3,-3.6,-1.9,-1.3,0,-,-0.1,-0.1,0,-,-3.4,-,-,"試料： 栽培品
柄の基部（いしづき）を除いたもの
08028まいたけ生から推計"
8031,1095,マッシュルーム 生,93.9,0.1,0.1,0,Tr,-,0,0,0,Tr,0.1,-,1.3,"試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8032,1096,マッシュルーム ゆで,91.5,-0.2,-0.1,Tr,-0.1,-,0,0,0,Tr,-0.2,-,-1.8,"試料： 栽培品
柄の基部（いしづき）を除いたもの
08031マッシュルーム生から推計"
8052,1097,マッシュルーム 油いため,86.4,-0.2,-0.1,Tr,-0.1,-,0,0,0,Tr,-0.2,-,-2.0,"試料： 栽培品
柄の基部（いしづき）を除いたもの
可食部100gから脂質量gを差し引いた部分について08031マッシュルーム生から推計"
8033,1098,マッシュルーム 水煮缶詰,92.0,-0.2,-0.1,0,-0.1,-,0,0,0,Tr,-0.2,-,-1.7,"試料： 栽培品
液汁を除いたもの
08031マッシュルーム生から推計"
8034,1099,まつたけ 生,88.3,1.6,-,0.2,0,-,0,0,-,1.3,1.5,-,1.4,"試料： 天然物
廃棄部位： 柄の基部（いしづき）"
8036,1100,やなぎまつたけ 生,92.8,0.7,-,0.2,0,-,0,0,0,0.5,0.7,-,0,"試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
9002,1102,あおのり 素干し,6.5,0.2,-,0,0,0,0.2,0,0,-,0.2,-,0,
9003,1103,あまのり ほしのり,8.4,0.5,0.4,0,0,-,Tr,0,0,-,0.4,-,0,"すき干ししたもの
別名： のり"
9004,1104,あまのり 焼きのり,2.3,1.9,1.7,0,0,-,Tr,0,0,-,1.7,-,Tr,別名： のり
9005,1105,あまのり 味付けのり,3.4,14.3,2.8,0.2,0.3,0,10.1,0,0,0,13.5,0,0.1,別名： のり
9007,1107,いわのり 素干し,8.4,-0.5,-0.4,0,0,-,Tr,0,0,-,-0.4,-,0,"すき干ししたもの
09003ほしのりから推計"
9011,1112,かわのり 素干し,13.7,-0.4,-0.4,0,0,-,Tr,0,0,-,-0.4,-,0,"すき干ししたもの
#09003ほしのりから推計"
9017,1117,（こんぶ類） まこんぶ 素干し 乾,9.5,0.1,0.1,Tr,0,-,0,Tr,0,0,0.1,-,23.4,
9056,1118,（こんぶ類） まこんぶ 素干し 水煮,83.9,Tr,Tr,0,0,-,0,0,0,0,Tr,-,2.8,
9020,1121,（こんぶ類） 刻み昆布,15.5,0.4,0.1,0.3,0,-,0,0,0,-,0.4,-,12.4,
9023,1124,（こんぶ類） つくだ煮,49.6,20.6,0.4,2.9,2.4,Tr,12.9,1.3,0,0,19.8,1.7,0.4,試料： ごま入り
9049,1130,てんぐさ 粉寒天,16.7,0.1,-,0.1,0,0,0,0,0,-,0.1,-,0,"別名： まくさ（和名）
試料： てんぐさ以外の粉寒天も含む"
9050,1133,ひじき ほしひじき ステンレス釜 乾,6.5,0.4,0.3,Tr,Tr,0,0,0,0,-,0.4,-,3.1,ステンレス釜で煮熟後乾燥したもの
9033,1140,ひとえぐさ つくだ煮,56.5,23.8,1.4,3.0,2.6,0.1,10.2,5.5,0,0,22.9,0,0,別名： のりのつくだ煮
9044,1151,わかめ カットわかめ 乾,9.2,0,0,0,0,-,0,0,0,-,0,-,0,
10390,1165,＜魚類＞ （あじ類） まあじ 皮つき フライ,52.3,8.5,7.3,0.1,0,-,0,0.4,-,-,7.8,-,-,"別名： あじ
三枚におろしたもの"
10392,1169,＜魚類＞ （あじ類） まあじ 小型 骨付き から揚げ,50.3,4.4,4.0,Tr,0,-,0,0,-,-,4.0,-,-,"別名： あじ
内臓、うろこ等を除いて、調理したもの"
10395,1214,＜魚類＞ （いわし類） まいわし フライ,37.8,11.3,9.8,0.1,0,-,0,0.4,-,-,10.3,-,-,三枚におろしたもの
10400,1282,＜魚類＞ きす 天ぷら,57.5,8.4,7.6,0,0,-,0,0.1,-,-,7.7,-,-,"頭部、内臓、骨、ひれ等を除いたもの
廃棄部位： 尾"
10403,1345,＜魚類＞ （さば類） まさば フライ,47.2,6.8,5.8,0.1,0,-,0,0.3,-,-,6.2,-,-,"別名： さば
切り身"
10409,1394,＜魚類＞ （たら類） すけとうだら フライ,61.9,7.2,6.3,Tr,0,-,0,0.2,-,-,6.5,-,-,切り身
10448,1406,＜魚類＞ （たら類） 加工品 桜でんぶ,5.6,83.1,1.2,5.5,0.2,-,72.5,-,-,-,79.4,-,-,
10427,1495,＜貝類＞ あわび くろあわび 生,79.5,3.7,3.3,-,-,-,-,-,-,-,3.3,-,-,廃棄部位： 貝殻及び内蔵
10289,1501,＜貝類＞ いがい 生,82.9,3.1,2.8,-,-,-,-,-,-,-,2.8,-,-,"別名： ムール貝
廃棄部位： 貝殻、足糸等"
10292,1504,＜貝類＞ かき 養殖 生,85.0,2.5,2.3,-,-,-,-,-,-,-,2.3,-,-,"試料： まがき
廃棄部位： 貝殻"
10293,1505,＜貝類＞ かき 養殖 水煮,78.7,7.1,6.5,-,-,-,-,-,-,-,6.5,-,-,"試料： まがき
むき身"
10430,1506,＜貝類＞ かき 養殖 フライ,46.6,15.6,13.9,0,-,-,-,0.4,-,-,14.2,-,-,"試料： まがき
むき身"
10310,1524,＜貝類＞ （はまぐり類） ちょうせんはまぐり 生,88.1,1.3,1.2,-,-,-,-,-,-,-,1.2,-,-,廃棄部位： 貝殻
10416,1545,＜えび・かに類＞ （えび類） バナメイえび 養殖 天ぷら,62.0,7.1,6.1,0.4,0,-,0,Tr,-,-,6.5,-,-,"頭部、殻、内臓等除いたもの
廃棄部位： 殻及び尾部"
10419,1567,＜いか・たこ類＞ （いか類） するめいか 胴 皮なし 天ぷら,64.9,9.0,8.0,0.1,0,-,0,0.1,-,-,8.2,-,-,
10423,1599,＜水産練り製品＞ 黒はんぺん,70.4,14.0,9.0,0.1,0,0,3.9,0,0,-,12.9,0.1,-,
11104,1748,＜畜肉類＞ うし ［加工品］ ローストビーフ,64.0,1.4,0.3,0.2,Tr,0,0.1,0,0,0.7,1.4,0,-,イソマルトース： 0 g
11105,1749,＜畜肉類＞ うし ［加工品］ コンビーフ缶詰,63.4,1.0,0.2,0,0,0,0.7,0,0,0,0.9,0,-,イソマルトース： 0 g
11106,1750,＜畜肉類＞ うし ［加工品］ 味付け缶詰,64.3,12.9,0.2,0.6,0.4,0,11.1,0,0,0,12.3,0,-,"試料： 大和煮缶詰
液汁を含んだもの（液汁36 %）
イソマルトース： 0 g"
11107,1751,＜畜肉類＞ うし ［加工品］ ビーフジャーキー,24.4,9.6,1.0,2.4,0.1,0,4.4,0.2,0,1.2,9.2,0,-,イソマルトース： 0 g
11108,1752,＜畜肉類＞ うし ［加工品］ スモークタン,55.9,1.2,0.3,0.4,0,0,0.6,0,0,0,1.2,0,-,イソマルトース： 0 g
11276,1773,＜畜肉類＞ ぶた ［大型種肉］ ロース 脂身つき とんかつ,31.2,9.6,8.4,0.1,0,-,0,0.3,-,-,8.8,-,-,
11279,1791,＜畜肉類＞ ぶた ［大型種肉］ ヒレ 赤肉 とんかつ,33.3,15.6,13.7,0.1,0,-,0,0.4,-,-,14.2,-,-,
11174,1826,＜畜肉類＞ ぶた ［ハム類］ 骨付きハム,62.9,0.9,0.1,0.7,0,-,0.1,0.1,0,-,0.9,-,-,"廃棄部位： 皮及び骨
イソマルトース： 0 g"
11175,1827,＜畜肉類＞ ぶた ［ハム類］ ボンレスハム,72.0,1.2,0.1,0.5,0,-,0.6,0,0,-,1.1,-,-,イソマルトース： 0 g
11176,1828,＜畜肉類＞ ぶた ［ハム類］ ロースハム ロースハム,61.1,1.2,0.1,0.5,Tr,0,0.4,0.2,0,-,1.1,-,-,イソマルトース： 0 g
11303,1829,＜畜肉類＞ ぶた ［ハム類］ ロースハム ゆで,58.9,0.9,-,0.4,0,-,0.3,0.2,-,-,0.9,-,-,
11304,1830,＜畜肉類＞ ぶた ［ハム類］ ロースハム 焼き,54.6,1.3,-,0.6,Tr,-,0.4,0.3,-,-,1.3,-,-,
11305,1831,＜畜肉類＞ ぶた ［ハム類］ ロースハム フライ,27.8,1.2,-,0.3,Tr,-,0.3,0.5,-,-,1.2,-,-,
11177,1832,＜畜肉類＞ ぶた ［ハム類］ ショルダーハム,62.7,1.1,0.1,0.5,0,-,0.4,0.1,0,-,1.1,-,-,イソマルトース： 0 g
11181,1833,＜畜肉類＞ ぶた ［ハム類］ 生ハム 促成,55.0,3.4,0.1,1.9,0,-,1.3,0,0,-,3.3,-,-,"ラックスハムを含む
イソマルトース： 0 g"
11182,1834,＜畜肉類＞ ぶた ［ハム類］ 生ハム 長期熟成,49.5,0.1,0.1,0,0,-,0,0,0,-,0.1,-,-,"プロシュートを含む
イソマルトース： 0 g"
11178,1835,＜畜肉類＞ ぶた ［プレスハム類］ プレスハム,73.3,4.9,2.5,0.4,0,-,0.7,0.3,0.6,-,4.5,-,-,イソマルトース： 0 g
11180,1836,＜畜肉類＞ ぶた ［プレスハム類］ チョップドハム,68.0,8.8,7.2,0.4,0.1,-,0.3,0.2,0,-,8.1,-,-,イソマルトース： 0 g
11183,1837,＜畜肉類＞ ぶた ［ベーコン類］ ばらベーコン,45.0,2.7,0.2,0.8,0,-,1.1,0.4,0,-,2.6,-,-,"別名：ベーコン
イソマルトース： 0 g"
11184,1838,＜畜肉類＞ ぶた ［ベーコン類］ ロースベーコン,62.5,1.3,0.1,0.1,0,-,0.7,0,0.4,-,1.3,-,-,イソマルトース： 0 g
11185,1839,＜畜肉類＞ ぶた ［ベーコン類］ ショルダーベーコン,65.4,1.6,0.1,0.8,0,-,0.3,0.3,0,-,1.6,-,-,
11186,1840,＜畜肉類＞ ぶた ［ソーセージ類］ ウインナーソーセージ ウインナーソーセージ,52.3,3.4,1.6,0.7,0,0.2,0.4,0.2,0,-,3.1,-,-,
11306,1841,＜畜肉類＞ ぶた ［ソーセージ類］ ウインナーソーセージ ゆで,52.3,1.8,-,0.7,0,0,0.7,0.4,0,-,1.8,-,-,
11187,1844,＜畜肉類＞ ぶた ［ソーセージ類］ セミドライソーセージ,46.8,3.9,2.3,0.7,0,-,0.1,0.5,-,-,3.7,-,-,ソフトサラミを含む
11188,1845,＜畜肉類＞ ぶた ［ソーセージ類］ ドライソーセージ,23.5,3.5,1.5,1.3,0,-,0.5,0.1,-,-,3.3,-,-,サラミを含む
11189,1846,＜畜肉類＞ ぶた ［ソーセージ類］ フランクフルトソーセージ,54.0,4.9,3.1,0.3,0,-,0.4,0,0.7,-,4.5,-,-,
11190,1847,＜畜肉類＞ ぶた ［ソーセージ類］ ボロニアソーセージ,60.9,3.2,1.9,0.4,0,-,0.7,0,-,-,3.0,-,-,
11191,1848,＜畜肉類＞ ぶた ［ソーセージ類］ リオナソーセージ,65.2,1.6,0.9,0.4,0,-,0.2,0,-,-,1.5,-,-,
11192,1849,＜畜肉類＞ ぶた ［ソーセージ類］ レバーソーセージ,47.7,2.0,0.3,1.3,0.2,-,0.1,0,-,-,2.0,-,-,
11193,1850,＜畜肉類＞ ぶた ［ソーセージ類］ 混合ソーセージ,58.2,10.6,8.9,0.2,0,-,0.5,0,-,-,9.7,-,-,
11194,1851,＜畜肉類＞ ぶた ［ソーセージ類］ 生ソーセージ,58.6,0.6,0.3,0.1,0,-,0.2,0,-,-,0.6,-,-,別名： フレッシュソーセージ
11195,1852,＜畜肉類＞ ぶた ［その他］ 焼き豚,64.3,4.9,0.8,0.6,0.4,0,2.9,0.1,0,0,4.7,0.2,-,試料： 蒸し焼きしたもの
11196,1853,＜畜肉類＞ ぶた ［その他］ レバーペースト,45.8,2.9,1.3,1.2,0,0,0.2,0,0,0,2.7,0,-,
11197,1854,＜畜肉類＞ ぶた ［その他］ スモークレバー,57.6,2.9,0.3,1.8,0,0,0.7,0,0,0,2.9,0,-,
11245,1858,＜畜肉類＞ めんよう ［マトン］ ロース 皮下脂肪なし 生,72.3,0.1,-,0.1,0,0,0,0,0,-,0.1,-,-,"別名： ひつじ
試料： オーストラリア産"
11289,1894,＜鳥肉類＞ にわとり ［若どり・主品目］ もも 皮つき から揚げ,41.2,14.3,12.4,0.1,0,-,0.3,0.2,-,-,13.0,-,-,別名：ブロイラー
11290,1898,＜鳥肉類＞ にわとり ［若どり・主品目］ もも 皮なし から揚げ,47.1,14.7,12.6,0.1,0,-,0.4,0.4,-,-,13.4,-,-,"別名：ブロイラー
皮下脂肪を除いたもの"
11300,1903,＜鳥肉類＞ にわとり ［若どり・副品目］ ささみ フライ,52.4,7.5,6.7,0,0,-,0,0.2,-,-,6.9,-,-,"別名：ブロイラー
すじを除いたもの"
11299,1904,＜鳥肉類＞ にわとり ［若どり・副品目］ ささみ 天ぷら,59.3,7.1,6.4,0,0,-,0,0.1,-,-,6.5,-,-,"別名：ブロイラー
すじを除いたもの"
11237,1913,＜鳥肉類＞ にわとり ［その他］ 焼き鳥缶詰,62.8,11.1,1.0,0.7,0.6,0,8.2,0.1,0,-,10.6,0,-,液汁を含んだもの（液汁 33 %）
11292,1914,＜鳥肉類＞ にわとり ［その他］ チキンナゲット,53.7,13.9,12.0,0.1,0,0,0.4,0.1,0,-,12.6,0,-,
11293,1915,＜鳥肉類＞ にわとり ［その他］ つくね,57.9,11.5,5.0,1.0,0.3,0,4.0,0.1,0.3,-,10.8,0.4,-,
12001,1923,うこっけい卵 全卵 生,73.7,-0.3,0,-0.3,0,0,-,0,-,0,-0.3,-,-,"廃棄部位： 付着卵白を含む卵殻（卵殻： 13 %）
卵黄：卵白＝ 38：62
12010鶏卵卵黄生及び12014鶏卵卵白生から推計"
12002,1924,うずら卵 全卵 生,72.9,-0.3,0,-0.3,0,0,-,0,-,0,-0.3,-,-,"廃棄部位： 付着卵白を含む卵殻（卵殻： 12 %）
卵黄：卵白＝ 38：62
12010鶏卵卵黄生及び12014鶏卵卵白生から推計"
12004,1926,鶏卵 全卵 生,75.0,0.3,0,0.3,0,0,0,0,0,0,0.3,-,-,"廃棄部位： 卵殻（付着卵白を含む）
付着卵白を含まない卵殻：13％
卵黄：卵白＝32：68"
12005,1927,鶏卵 全卵 ゆで,76.7,0.3,0,0.3,Tr,0,0,0,0,0,0.3,-,-,"廃棄部位：卵殻
卵黄：卵白＝31：69"
12008,1933,鶏卵 全卵 加糖全卵,58.2,22.8,0,0.2,0,0,21.4,0,0,-,21.7,-,-,"試料： 冷凍品
12004鶏卵全卵生の計算値及び03003上白糖（8：2）から推計"
12009,1934,鶏卵 全卵 乾燥全卵,4.5,-0.6,-,-0.6,0,0,0,0,0,-,-0.6,-,-,米国成分表から推計
12010,1935,鶏卵 卵黄 生,49.6,0.2,0,0.2,0,0,-,0,-,0,0.2,-,-,
12011,1936,鶏卵 卵黄 ゆで,50.3,0.2,0,0.2,0,0,-,0,-,0,0.2,-,-,12010鶏卵卵黄生から推計
12012,1937,鶏卵 卵黄 加糖卵黄,42.0,22.1,0,0.2,0,0,20.9,0,0,-,21.1,-,-,"試料： 冷凍品
12010鶏卵卵黄生及び03003上白糖（8：2）から推計"
12013,1938,鶏卵 卵黄 乾燥卵黄,3.2,-0.2,-,-0.2,0,0,0,0,0,-,-0.2,-,-,米国成分表から推計
12014,1939,鶏卵 卵白 生,88.3,0.4,0,0.4,0,0,0,0,-,0,0.4,-,-,
12015,1940,鶏卵 卵白 ゆで,87.9,0.4,0,0.3,Tr,0,0,0,-,0,0.4,-,-,12014鶏卵卵白生から推計
12017,1942,鶏卵 たまご豆腐,85.2,-0.1,0,-0.1,0,0,0,0,0,0,-0.1,0,0,原材料配合割合から推計
12018,1943,鶏卵 たまご焼 厚焼きたまご,71.9,-6.7,0,-0.3,-0.1,0,-6.1,0,0,0,-6.4,-,-,原材料配合割合から推計
12019,1944,鶏卵 たまご焼 だし巻きたまご,77.5,-0.3,0,-0.2,Tr,0,0,0,0,0,-0.3,-,-,原材料配合割合から推計
13001,1945,＜牛乳及び乳製品＞ （液状乳類） 生乳 ジャージー種,85.5,4.7,-,-,-,-,-,-,4.5,-,4.5,-,-,未殺菌のもの
13002,1946,＜牛乳及び乳製品＞ （液状乳類） 生乳 ホルスタイン種,87.7,4.7,0,0,0,0,0,0,4.4,-,4.4,-,-,未殺菌のもの
13003,1947,＜牛乳及び乳製品＞ （液状乳類） 普通牛乳,87.4,4.7,0,0,0,0,0,0,4.4,-,4.4,-,-,
13006,1948,＜牛乳及び乳製品＞ （液状乳類） 脱脂乳,91.0,4.8,0,0,0,0,0,0,4.6,-,4.6,-,-,
13004,1949,＜牛乳及び乳製品＞ （液状乳類） 加工乳 濃厚,86.3,5.0,0,0,0,0,0,0,4.8,-,4.8,-,-,13003普通牛乳から推計
13005,1950,＜牛乳及び乳製品＞ （液状乳類） 加工乳 低脂肪,88.8,5.1,0,0,0,0,0,0,4.9,-,4.9,-,-,
13007,1952,＜牛乳及び乳製品＞ （液状乳類） 乳飲料 コーヒー,88.1,8.0,0.1,0.9,1.1,0,3.2,0,2.4,-,7.7,-,-,
13009,1954,＜牛乳及び乳製品＞ （粉乳類） 全粉乳,3.0,-35.9,0,Tr,0,Tr,0,0,-34.1,-,-34.2,-,-,13003普通牛乳から推計
13010,1955,＜牛乳及び乳製品＞ （粉乳類） 脱脂粉乳,3.8,50.3,0,0.1,0,0.1,0,Tr,47.8,-,47.9,-,-,別名： スキムミルク
13011,1956,＜牛乳及び乳製品＞ （粉乳類） 乳児用調製粉乳,2.6,53.9,0,0.3,Tr,0.3,Tr,0,50.7,-,51.3,-,-,"別名： 育児用粉ミルク
育児用栄養強化品"
13012,1957,＜牛乳及び乳製品＞ （練乳類） 無糖練乳,72.5,-11.3,0,0,0,0,0,0,-10.8,-,-10.8,-,-,"別名： エバミルク
英国成分表から推計"
13013,1958,＜牛乳及び乳製品＞ （練乳類） 加糖練乳,26.1,55.9,-,-,-,-,44.1,-,9.1,-,53.2,-,-,別名： コンデンスミルク
13014,1959,＜牛乳及び乳製品＞ （クリーム類） クリーム 乳脂肪,48.2,2.9,0.1,-,-,-,-,0,2.7,-,2.7,-,-,別名：生クリーム，フレッシュクリーム
13015,1960,＜牛乳及び乳製品＞ （クリーム類） クリーム 乳脂肪・植物性脂肪,49.8,-2.9,-0.1,-,-,-,-,0,-2.7,-,-2.8,-,-,"脂質： 乳脂肪由来22.5 g 、植物性脂肪由来19.6 g
13014クリーム乳脂肪及び13016クリーム植物性脂肪（1：1）から推計"
13016,1961,＜牛乳及び乳製品＞ （クリーム類） クリーム 植物性脂肪,55.5,2.7,0.1,-,-,-,-,0,2.5,-,2.5,-,-,別名；植物性生クリーム
13017,1962,＜牛乳及び乳製品＞ （クリーム類） ホイップクリーム 乳脂肪,44.3,-12.8,-0.1,-0.1,-0.1,0,-9.6,0,-2.4,0,-12.2,0,0,"クリームにグラニュー糖を加えて泡だてたもの
13014クリーム乳脂肪と03005グラニュー糖（9：1）から推計"
13018,1963,＜牛乳及び乳製品＞ （クリーム類） ホイップクリーム 乳脂肪・植物性脂肪,44.0,-13.2,-0.1,-0.1,-0.1,0,-9.9,0,-2.4,0,-12.6,0,0,"クリームにグラニュー糖を加えて泡だてたもの
脂質： 乳脂肪由来19.1 g、植物性脂肪由来17.1 g
13015クリーム乳脂肪・植物性脂肪の推計値と03005グラニュー糖（9：1）から推計"
13019,1964,＜牛乳及び乳製品＞ （クリーム類） ホイップクリーム 植物性脂肪,43.7,-14.4,-0.1,-0.1,-0.1,0,-11.0,0,-2.5,0,-13.8,0,0,"クリームにグラニュー糖を加えて泡だてたもの
13016クリーム植物性脂肪と03005グラニュー糖（9：1）から推計"
13020,1965,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 液状 乳脂肪,70.3,-1.7,-0.1,-,-,-,-,0,-1.5,-,-1.6,-,-,"別名： コーヒー用ミルク、コーヒー用クリーム
13014クリーム乳脂肪から推計"
13021,1966,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 液状 乳脂肪・植物性脂肪,69.2,-1.8,Tr,-,-,-,-,0,-1.6,-,-1.7,-,-,"別名： コーヒー用ミルク、コーヒー用クリーム
脂質： 乳脂肪由来9.2 g、植物性脂肪由来12.4 g
13015クリーム乳脂肪・植物性脂肪の推計値から推計"
13022,1967,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 液状 植物性脂肪,68.4,-1.9,Tr,-,-,-,-,0,-1.8,-,-1.8,-,-,"別名： コーヒー用ミルク、コーヒー用クリーム
13016クリーム植物性脂肪から推計"
13023,1968,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 粉末状 乳脂肪,2.8,60.6,-,-,-,-,-,-,57.7,-,57.7,-,-,
13024,1969,＜牛乳及び乳製品＞ （クリーム類） コーヒーホワイトナー 粉末状 植物性脂肪,2.7,29.0,12.9,2.4,-,-,5.0,6.8,0,-,27.1,-,-,
13025,1970,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 全脂無糖,87.7,3.9,-,0.1,0,0.8,0,0,2.9,-,3.8,-,-,別名： プレーンヨーグルト
13053,1971,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 低脂肪無糖,89.2,4.1,-,0.4,0,0.9,0,Tr,2.7,-,3.9,-,-,
13054,1972,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 無脂肪無糖,89.1,4.3,-,0.4,-,1.1,-,-,2.6,-,4.1,-,-,
13026,1973,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 脱脂加糖,82.6,11.7,0.2,0.2,0,0.7,6.5,0,3.6,-,11.2,-,-,別名： 普通ヨーグルト
13027,1974,＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト ドリンクタイプ 加糖,83.8,10.5,0.1,1.0,0.8,0.5,4.1,0,3.5,-,10.1,-,-,
